time,light,pedometer
"11/7/2009 11:34:13",238.92,0
"11/7/2009 11:34:14",237.04,0
"11/7/2009 11:34:15",237.04,0
"11/7/2009 11:34:16",237.04,0
"11/7/2009 11:34:17",235.15,0
"11/7/2009 11:34:18",235.15,0
"11/7/2009 11:34:19",235.15,0
"11/7/2009 11:34:20",237.04,0
"11/7/2009 11:34:21",235.15,0
"11/7/2009 11:34:23",218.10,0
"11/7/2009 11:34:24",229.48,0
"11/7/2009 11:34:25",229.48,0
"11/7/2009 11:34:26",229.48,0
"11/7/2009 11:34:27",227.59,0
"11/7/2009 11:34:28",229.48,0
"11/7/2009 11:34:29",229.48,0
"11/7/2009 11:34:30",227.59,0
"11/7/2009 11:34:31",229.48,0
"11/7/2009 11:34:32",229.48,0
"11/7/2009 11:34:33",227.59,0
"11/7/2009 11:34:34",227.59,0
"11/7/2009 11:34:35",223.80,0
"11/7/2009 11:34:36",216.19,0
"11/7/2009 11:34:38",212.38,0
"11/7/2009 11:34:39",216.19,0
"11/7/2009 11:34:40",206.65,0
"11/7/2009 11:34:41",204.73,0
"11/7/2009 11:34:42",214.29,0
"11/7/2009 11:34:43",214.29,0
"11/7/2009 11:34:44",216.19,0
"11/7/2009 11:34:45",216.19,0
"11/7/2009 11:34:46",216.19,0
"11/7/2009 11:34:47",218.10,0
"11/7/2009 11:34:48",216.19,0
"11/7/2009 11:34:49",212.38,0
"11/7/2009 11:34:50",216.19,0
"11/7/2009 11:34:51",214.29,0
"11/7/2009 11:34:53",214.29,0
"11/7/2009 11:34:54",214.29,0
"11/7/2009 11:34:55",216.19,0
"11/7/2009 11:34:56",216.19,0
"11/7/2009 11:34:57",212.38,0
"11/7/2009 11:34:58",204.73,0
"11/7/2009 11:34:59",216.19,0
"11/7/2009 11:35:00",220.00,0
"11/7/2009 11:35:01",197.06,0
"11/7/2009 11:35:02",171.91,0
"11/7/2009 11:35:03",164.11,0
"11/7/2009 11:35:04",177.74,0
"11/7/2009 11:35:05",177.74,0
"11/7/2009 11:35:06",177.74,0
"11/7/2009 11:35:08",181.62,0
"11/7/2009 11:35:09",189.35,0
"11/7/2009 11:35:10",187.42,0
"11/7/2009 11:35:11",189.35,0
"11/7/2009 11:35:12",187.42,0
"11/7/2009 11:35:13",183.56,0
"11/7/2009 11:35:14",181.62,0
"11/7/2009 11:35:15",175.80,0
"11/7/2009 11:35:16",181.62,0
"11/7/2009 11:35:17",185.49,0
"11/7/2009 11:35:18",187.42,0
"11/7/2009 11:35:19",193.21,0
"11/7/2009 11:35:20",198.98,0
"11/7/2009 11:35:22",198.98,0
"11/7/2009 11:35:23",206.65,0
"11/7/2009 11:35:24",210.47,0
"11/7/2009 11:35:25",214.29,0
"11/7/2009 11:35:26",208.56,0
"11/7/2009 11:35:27",204.73,0
"11/7/2009 11:35:28",204.73,0
"11/7/2009 11:35:29",189.35,0
"11/7/2009 11:35:30",200.90,0
"11/7/2009 11:35:31",204.73,0
"11/7/2009 11:35:32",212.38,0
"11/7/2009 11:35:33",218.10,0
"11/7/2009 11:35:34",220.00,0
"11/7/2009 11:35:35",214.29,0
"11/7/2009 11:35:37",204.73,0
"11/7/2009 11:35:38",206.65,0
"11/7/2009 11:35:39",206.65,0
"11/7/2009 11:35:40",200.90,0
"11/7/2009 11:35:41",202.82,0
"11/7/2009 11:35:42",98.68,0
"11/7/2009 11:35:43",158.25,0
"11/7/2009 11:35:44",187.42,0
"11/7/2009 11:35:45",179.68,0
"11/7/2009 11:35:46",177.74,0
"11/7/2009 11:35:47",169.97,0
"11/7/2009 11:35:48",171.91,0
"11/7/2009 11:35:49",173.86,0
"11/7/2009 11:35:50",179.68,0
"11/7/2009 11:35:52",187.42,0
"11/7/2009 11:35:53",183.56,0
"11/7/2009 11:35:54",168.02,0
"11/7/2009 11:35:55",169.97,0
"11/7/2009 11:35:56",173.86,0
"11/7/2009 11:35:57",185.49,0
"11/7/2009 11:35:58",164.11,0
"11/7/2009 11:35:59",169.97,0
"11/7/2009 11:36:00",150.40,0
"11/7/2009 11:36:01",212.38,0
"11/7/2009 11:36:02",202.82,0
"11/7/2009 11:36:03",195.13,0
"11/7/2009 11:36:04",200.90,0
"11/7/2009 11:36:05",198.98,0
"11/7/2009 11:36:07",197.06,0
"11/7/2009 11:36:08",185.49,0
"11/7/2009 11:36:09",189.35,0
"11/7/2009 11:36:10",191.28,0
"11/7/2009 11:36:11",189.35,0
"11/7/2009 11:36:12",189.35,0
"11/7/2009 11:36:13",193.21,0
"11/7/2009 11:36:14",189.35,0
"11/7/2009 11:36:15",166.07,0
"11/7/2009 11:36:16",197.06,0
"11/7/2009 11:36:17",193.21,0
"11/7/2009 11:36:18",187.42,0
"11/7/2009 11:36:19",191.28,0
"11/7/2009 11:36:20",173.86,0
"11/7/2009 11:36:22",193.21,0
"11/7/2009 11:36:23",212.38,0
"11/7/2009 11:36:24",175.80,0
"11/7/2009 11:36:25",193.21,0
"11/7/2009 11:36:26",187.42,0
"11/7/2009 11:36:27",185.49,0
"11/7/2009 11:36:28",179.68,0
"11/7/2009 11:36:29",171.91,0
"11/7/2009 11:36:30",175.80,0
"11/7/2009 11:36:31",185.49,0
"11/7/2009 11:36:32",179.68,0
"11/7/2009 11:36:33",179.68,0
"11/7/2009 11:36:34",160.20,0
"11/7/2009 11:36:35",175.80,0
"11/7/2009 11:36:37",181.62,0
"11/7/2009 11:36:38",160.20,0
"11/7/2009 11:36:39",187.42,0
"11/7/2009 11:36:40",193.21,0
"11/7/2009 11:36:41",189.35,0
"11/7/2009 11:36:42",189.35,0
"11/7/2009 11:36:43",189.35,0
"11/7/2009 11:36:44",187.42,0
"11/7/2009 11:36:45",185.49,0
"11/7/2009 11:36:46",154.33,0
"11/7/2009 11:36:47",193.21,0
"11/7/2009 11:36:48",195.13,0
"11/7/2009 11:36:49",191.28,0
"11/7/2009 11:36:51",150.40,0
"11/7/2009 11:36:52",126.68,0
"11/7/2009 11:36:53",124.69,0
"11/7/2009 11:36:54",128.66,0
"11/7/2009 11:36:55",140.55,0
"11/7/2009 11:36:56",146.46,0
"11/7/2009 11:36:57",154.33,0
"11/7/2009 11:36:58",164.11,0
"11/7/2009 11:36:59",144.49,0
"11/7/2009 11:37:00",130.65,0
"11/7/2009 11:37:01",128.66,0
"11/7/2009 11:37:02",140.55,0
"11/7/2009 11:37:03",138.57,0
"11/7/2009 11:37:04",114.72,0
"11/7/2009 11:37:06",160.20,0
"11/7/2009 11:37:07",177.74,0
"11/7/2009 11:37:08",138.57,0
"11/7/2009 11:37:09",148.43,0
"11/7/2009 11:37:10",158.25,0
"11/7/2009 11:37:11",150.40,0
"11/7/2009 11:37:12",142.52,0
"11/7/2009 11:37:13",142.52,0
"11/7/2009 11:37:14",146.46,0
"11/7/2009 11:37:15",142.52,0
"11/7/2009 11:37:16",142.52,0
"11/7/2009 11:37:17",134.61,0
"11/7/2009 11:37:18",173.86,0
"11/7/2009 11:37:20",193.21,0
"11/7/2009 11:37:21",173.86,0
"11/7/2009 11:37:22",158.25,0
"11/7/2009 11:37:23",154.33,0
"11/7/2009 11:37:24",162.16,0
"11/7/2009 11:37:25",148.43,0
"11/7/2009 11:37:26",130.65,0
"11/7/2009 11:37:27",138.57,0
"11/7/2009 11:37:28",152.36,0
"11/7/2009 11:37:29",179.68,0
"11/7/2009 11:37:30",179.68,0
"11/7/2009 11:37:31",166.07,0
"11/7/2009 11:37:32",120.71,0
"11/7/2009 11:37:33",106.71,0
"11/7/2009 11:37:35",112.72,0
"11/7/2009 11:37:36",108.72,0
"11/7/2009 11:37:37",138.57,0
"11/7/2009 11:37:38",142.52,0
"11/7/2009 11:37:39",150.40,0
"11/7/2009 11:37:40",142.52,0
"11/7/2009 11:37:41",134.61,0
"11/7/2009 11:37:42",136.59,0
"11/7/2009 11:37:43",156.29,0
"11/7/2009 11:37:44",162.16,0
"11/7/2009 11:37:45",150.40,0
"11/7/2009 11:37:46",144.49,0
"11/7/2009 11:37:47",144.49,0
"11/7/2009 11:37:49",136.59,0
"11/7/2009 11:37:50",154.33,0
"11/7/2009 11:37:51",152.36,0
"11/7/2009 11:37:52",128.66,0
"11/7/2009 11:37:53",110.72,0
"11/7/2009 11:37:54",102.70,0
"11/7/2009 11:37:55",112.72,0
"11/7/2009 11:37:56",142.52,0
"11/7/2009 11:37:57",177.74,0
"11/7/2009 11:37:58",144.49,0
"11/7/2009 11:37:59",120.71,0
"11/7/2009 11:38:00",126.68,0
"11/7/2009 11:38:01",132.63,0
"11/7/2009 11:38:03",130.65,0
"11/7/2009 11:38:04",140.55,0
"11/7/2009 11:38:05",138.57,0
"11/7/2009 11:38:06",148.43,0
"11/7/2009 11:38:07",144.49,0
"11/7/2009 11:38:08",134.61,0
"11/7/2009 11:38:09",134.61,0
"11/7/2009 11:38:10",132.63,0
"11/7/2009 11:38:11",138.57,0
"11/7/2009 11:38:12",132.63,0
"11/7/2009 11:38:13",110.72,0
"11/7/2009 11:38:14",114.72,0
"11/7/2009 11:38:15",124.69,0
"11/7/2009 11:38:16",122.70,0
"11/7/2009 11:38:18",128.66,0
"11/7/2009 11:38:19",130.65,0
"11/7/2009 11:38:20",122.70,0
"11/7/2009 11:38:21",120.71,0
"11/7/2009 11:38:22",202.82,0
"11/7/2009 11:38:23",164.11,0
"11/7/2009 11:38:24",116.72,0
"11/7/2009 11:38:25",33.35,0
"11/7/2009 11:38:26",58.07,0
"11/7/2009 11:38:27",72.36,0
"11/7/2009 11:38:28",31.28,1
"11/7/2009 11:38:29",68.29,1
"11/7/2009 11:38:30",2.10,2
"11/7/2009 11:38:32",22.98,2
"11/7/2009 11:38:33",216.19,3
"11/7/2009 11:38:34",22.98,2
"11/7/2009 11:38:35",0.00,2
"11/7/2009 11:38:36",10.47,2
"11/7/2009 11:38:37",162.16,0
"11/7/2009 11:38:38",47.80,1
"11/7/2009 11:38:39",16.73,2
"11/7/2009 11:38:40",66.25,2
"11/7/2009 11:38:41",8.38,2
"11/7/2009 11:38:42",8.38,0
"11/7/2009 11:38:43",18.82,0
"11/7/2009 11:38:44",20.90,0
"11/7/2009 11:38:46",64.20,0
"11/7/2009 11:38:47",138.57,0
"11/7/2009 11:38:48",142.52,0
"11/7/2009 11:38:49",301.90,0
"11/7/2009 11:38:50",473.44,0
"11/7/2009 11:38:51",292.77,1
"11/7/2009 11:38:52",303.72,2
"11/7/2009 11:38:53",353.98,0
"11/7/2009 11:38:54",323.63,0
"11/7/2009 11:38:55",246.44,0
"11/7/2009 11:38:56",189.35,2
"11/7/2009 11:38:57",60.11,2
"11/7/2009 11:38:58",47.80,1
"11/7/2009 11:38:59",25.06,0
"11/7/2009 11:39:01",10.47,0
"11/7/2009 11:39:02",4.19,2
"11/7/2009 11:39:03",88.59,1
"11/7/2009 11:39:04",104.71,0
"11/7/2009 11:39:05",104.71,0
"11/7/2009 11:39:06",100.69,0
"11/7/2009 11:39:07",106.71,0
"11/7/2009 11:39:08",104.71,0
"11/7/2009 11:39:09",108.72,0
"11/7/2009 11:39:10",102.70,0
"11/7/2009 11:39:11",98.68,0
"11/7/2009 11:39:12",102.70,0
"11/7/2009 11:39:13",102.70,0
"11/7/2009 11:39:15",104.71,0
"11/7/2009 11:39:16",104.71,0
"11/7/2009 11:39:17",104.71,0
"11/7/2009 11:39:18",98.68,0
"11/7/2009 11:39:19",106.71,0
"11/7/2009 11:39:20",102.70,0
"11/7/2009 11:39:21",106.71,0
"11/7/2009 11:39:22",102.70,0
"11/7/2009 11:39:23",102.70,0
"11/7/2009 11:39:24",106.71,0
"11/7/2009 11:39:25",100.69,0
"11/7/2009 11:39:26",102.70,0
"11/7/2009 11:39:27",100.69,0
"11/7/2009 11:39:28",102.70,0
"11/7/2009 11:39:30",100.69,0
"11/7/2009 11:39:31",98.68,0
"11/7/2009 11:39:32",100.69,0
"11/7/2009 11:39:33",100.69,0
"11/7/2009 11:39:34",96.66,0
"11/7/2009 11:39:35",98.68,0
"11/7/2009 11:39:36",108.72,0
"11/7/2009 11:39:37",100.69,0
"11/7/2009 11:39:38",108.72,0
"11/7/2009 11:39:39",104.71,0
"11/7/2009 11:39:40",104.71,0
"11/7/2009 11:39:41",110.72,0
"11/7/2009 11:39:42",112.72,0
"11/7/2009 11:39:44",108.72,0
"11/7/2009 11:39:45",98.68,0
"11/7/2009 11:39:46",62.16,0
"11/7/2009 11:39:47",0.00,1
"11/7/2009 11:39:48",0.00,1
"11/7/2009 11:39:49",0.00,1
"11/7/2009 11:39:50",0.00,0
"11/7/2009 11:39:51",6.29,0
"11/7/2009 11:39:52",35.42,0
"11/7/2009 11:39:53",25.06,0
"11/7/2009 11:39:54",120.71,0
"11/7/2009 11:39:55",214.29,1
"11/7/2009 11:39:56",305.54,1
"11/7/2009 11:39:58",436.84,0
"11/7/2009 11:39:59",270.67,0
"11/7/2009 11:40:00",272.52,0
"11/7/2009 11:40:01",268.82,0
"11/7/2009 11:40:02",279.91,0
"11/7/2009 11:40:03",305.54,0
"11/7/2009 11:40:04",173.86,0
"11/7/2009 11:40:05",214.29,0
"11/7/2009 11:40:06",122.70,0
"11/7/2009 11:40:07",120.71,0
"11/7/2009 11:40:08",78.46,0
"11/7/2009 11:40:09",94.65,0
"11/7/2009 11:40:10",96.66,0
"11/7/2009 11:40:11",84.55,0
"11/7/2009 11:40:12",84.55,0
"11/7/2009 11:40:14",82.52,0
"11/7/2009 11:40:15",90.61,0
"11/7/2009 11:40:16",98.68,0
"11/7/2009 11:40:17",90.61,0
"11/7/2009 11:40:18",225.69,1
"11/7/2009 11:40:19",647.67,2
"11/7/2009 11:40:20",634.64,0
"11/7/2009 11:40:21",634.64,0
"11/7/2009 11:40:22",647.67,0
"11/7/2009 11:40:23",312.80,0
"11/7/2009 11:40:24",37.49,2
"11/7/2009 11:40:25",37.49,1
"11/7/2009 11:40:26",43.68,1
"11/7/2009 11:40:27",8.38,0
"11/7/2009 11:40:29",8.38,0
"11/7/2009 11:40:30",2.10,2
"11/7/2009 11:40:31",4.19,1
"11/7/2009 11:40:32",18.82,2
"11/7/2009 11:40:33",29.21,1
"11/7/2009 11:40:34",84.55,2
"11/7/2009 11:40:35",8.38,3
"11/7/2009 11:40:36",6.29,1
"11/7/2009 11:40:37",8.38,2
"11/7/2009 11:40:38",22.98,2
"11/7/2009 11:40:39",204.73,2
"11/7/2009 11:40:40",116.72,2
"11/7/2009 11:40:41",27.13,2
"11/7/2009 11:40:43",68.29,2
"11/7/2009 11:40:44",41.62,2
"11/7/2009 11:40:45",62.16,2
"11/7/2009 11:40:46",58.07,2
"11/7/2009 11:40:47",116.72,2
"11/7/2009 11:40:48",237.04,2
"11/7/2009 11:40:49",10.47,2
"11/7/2009 11:40:50",20.90,3
"11/7/2009 11:40:51",171.91,2
"11/7/2009 11:40:52",162.16,2
"11/7/2009 11:40:53",86.57,2
"11/7/2009 11:40:54",144.49,2
"11/7/2009 11:40:55",166.07,2
"11/7/2009 11:40:56",8.38,2
"11/7/2009 11:40:58",20.90,2
"11/7/2009 11:40:59",134.61,2
"11/7/2009 11:41:00",154.33,2
"11/7/2009 11:41:01",22.98,2
"11/7/2009 11:41:02",148.43,3
"11/7/2009 11:41:03",359.28,2
"11/7/2009 11:41:04",179.68,2
"11/7/2009 11:41:05",502.73,2
"11/7/2009 11:41:06",399.38,3
"11/7/2009 11:41:07",332.61,2
"11/7/2009 11:41:08",220.00,1
"11/7/2009 11:41:09",413.10,2
"11/7/2009 11:41:10",323.63,0
"11/7/2009 11:41:11",337.98,0
"11/7/2009 11:41:13",337.98,0
"11/7/2009 11:41:14",330.82,0
"11/7/2009 11:41:15",314.61,0
"11/7/2009 11:41:16",272.52,0
"11/7/2009 11:41:17",276.22,0
"11/7/2009 11:41:18",259.52,0
"11/7/2009 11:41:19",270.67,0
"11/7/2009 11:41:20",305.54,0
"11/7/2009 11:41:21",309.17,0
"11/7/2009 11:41:22",218.10,0
"11/7/2009 11:41:23",156.29,2
"11/7/2009 11:41:24",80.49,0
"11/7/2009 11:41:25",175.80,0
"11/7/2009 11:41:27",49.86,0
"11/7/2009 11:41:28",25.06,0
"11/7/2009 11:41:29",82.52,0
"11/7/2009 11:41:30",334.40,0
"11/7/2009 11:41:31",458.57,0
"11/7/2009 11:41:32",465.20,0
"11/7/2009 11:41:33",466.85,0
"11/7/2009 11:41:34",468.50,0
